name,desc,last_30_d,last_90_d,last_year,build_error
btfs,BitTorrent filesystem based on FUSE,10,23,269,0
btparse,BibTeX utility libraries,1,6,16,0
btpd,BitTorrent Protocol Daemon,2,4,21,0
buildapp,Creates executables with SBCL,165,679,1731,0
buildifier,Format bazel BUILD files with a standard convention,564,1674,12108,0
buildkit,"Сoncurrent, cache-efficient, and Dockerfile-agnostic builder toolkit",138,712,2093,0
buildozer,Rewrite bazel BUILD files using standard commands,178,539,1296,0
buku,Powerful command-line bookmark manager,112,432,1676,0
bulk_extractor,Stream-based forensics tool,30,91,443,0
bullet,Physics SDK,1497,4429,13604,0
bumpversion,Increase version numbers with SemVer terms,63,199,745,0
bundler-completion,Bash completion for Bundler,68,196,729,0
bundletool,Command-line tool to manipulate Android App Bundles,1345,4468,20105,0
bup,Backup tool,40,102,457,0
burl,Shell script wrapper that offers helpful shortcuts for curl(1),5,15,44,0
burp,Network backup and restore,65,174,888,0
bvi,Vi-like binary file (hex) editor,41,132,554,0
bwa,Burrow-Wheeler Aligner for pairwise alignment of DNA,141,361,1466,0
bwctl,Command-line tool and daemon for network measuring tools,2,14,65,0
bwfmetaedit,"Tool for embedding, validating, and exporting BWF file metadata",8,27,130,0
bwm-ng,Console-based live network and disk I/O bandwidth monitor,159,353,824,0
byacc,(Arguably) the best yacc variant,286,699,3393,0
byobu,Text-based window manager and terminal multiplexer,562,1719,10986,0
byteman,"Java bytecode manipulation tool for testing, monitoring and tracing",39,48,159,0
bzip2,Freely available high-quality data compressor,5735,16496,27649,0
bzr-builder,Bazaar plugin to construct a branch based on a recipe,0,2,15,0
bzr-colo,Git style colocated branches for Bazaar,0,1,5,0
bzr-externals,Bazaar support for external branches like svn:externals,1,3,12,0
bzr-extmerge,External merge tool support for Bazaar,0,2,10,0
bzr-rewrite,Bazaar plugin to support rewriting revisions and rebasing,0,3,7,0
bzr-upload,Bazaar plugin to incrementally upload changes to a dumb server,0,2,8,0
bzr-xmloutput,Bazaar plugin that provides a option to generate XML output,4,6,14,0
bzrtools,Bazaar plugin that supplies useful additional utilities,1,4,31,0
bzt,BlazeMeter Taurus,400,1304,5900,0
c-ares,Asynchronous DNS library,214314,707931,1270655,0
c-blosc,"Blocking, shuffling and loss-less compression library",282,681,1695,0
c-kermit,Scriptable network and serial communication for UNIX and VMS,80,228,927,0
c10t,Minecraft cartography tool,8,21,38,0
c14-cli,Manage your Online C14 archives from the command-line,14,26,85,0
c2048,Console version of 2048,18,55,250,0
c7n,"Rules engine for cloud security, cost optimization, and governance",22,60,123,0
cabal-install,Command-line interface for Cabal and Hackage,1396,7565,23344,0
cabextract,Extract files from Microsoft cabinet files,2003,5770,23388,0
cabocha,Yet Another Japanese Dependency Structure Analyzer,65,239,1230,0
cacli,Train machine learning models from Cloud Annotations,22,40,376,0
cadaver,Command-line client for DAV,87,213,992,0
caddy,"Powerful, enterprise-ready, open source web server with automatic HTTPS",979,3683,14908,0
cadence,Resource-oriented smart contract programming language,64,91,189,0
cadubi,Creative ASCII drawing utility,2,5,29,0
caf,Implementation of the Actor Model for C++,315,588,3120,0
cafeobj,New generation algebraic specification and programming language,3,25,88,0
caffe,Fast open framework for deep learning,317,1079,4708,0
cairo,Vector graphics library with cross-device output support,188745,466115,1539138,0
cairomm,Vector graphics library with cross-device output support,1905,8702,21106,0
cairomm@1.14,Vector graphics library with cross-device output support,2243,8936,8936,0
cake,Cross platform build automation system with a C# DSL,77,166,914,0
calabash,XProc (XML Pipeline Language) implementation,2,16,178,0
calc,Arbitrary precision calculator,834,1280,3120,0
calceph,C library to access the binary planetary ephemeris files,7,17,67,0
calcurse,Text-based personal organizer,101,306,1368,0
calicoctl,Calico CLI tool,428,1148,4227,0
camellia,Image Processing & Computer Vision library written in C,3,8,16,0
camlp5,Preprocessor and pretty-printer for OCaml,174,687,3425,0
cap-completion,Bash completion for Capistrano,3,22,67,0
capnp,Data interchange format and capability-based RPC system,176,466,2600,0
capstone,"Multi-platform, multi-architecture disassembly framework",561,1652,6945,0
cargo-audit,Audit Cargo.lock files for crates with security vulnerabilities,20,40,40,0
cargo-c,Helper program to build and install c-like libraries,2530,4756,6460,0
cargo-edit,Utility for managing cargo dependencies from the command-line,18,54,54,0
cargo-instruments,Easily generate Instruments traces for your rust crate,62,267,601,0
cargo-watch,Watches over your Cargo project's source,8,27,27,0
carina,Command-line client for Carina,7,11,46,0
carla,"Audio plugin host supporting LADSPA, LV2, VST2/3, SF2 and more",55,198,375,0
carrot2,Search results clustering engine,12,26,83,0
carthage,Decentralized dependency manager for Cocoa,30374,62161,243530,0
carton,Perl module dependency manager (aka Bundler for Perl),16,53,143,0
cartridge-cli,Tarantool Cartridge command-line utility,50,102,453,0
cash-cli,Convert currency rates directly from your terminal,27,61,247,0
cask,Emacs dependency management,24343,62630,120585,0
cassandra,"Eventually consistent, distributed key-value store",2776,8072,34158,0
cassandra-cpp-driver,DataStax C/C++ Driver for Apache Cassandra,67,141,413,0
cassandra-reaper,Management interface for Cassandra,4,41,64,0
cassandra@2.1,Distributed key-value store,29,59,395,0
cassandra@2.2,"Eventually consistent, distributed key-value db",56,172,803,0
cassowary,Modern cross-platform HTTP load-testing tool written in Go,52,78,221,0
castget,Command-line podcast and RSS enclosure downloader,19,48,88,0
castxml,C-family Abstract Syntax Tree XML Output,230,418,1813,0
cataclysm,Fork/variant of Cataclysm Roguelike,73,269,870,0
catch2,"Modern, C++-native, header-only, test framework",672,2123,4989,0
catimg,Insanely fast image printing in your terminal,102,335,1527,0
cattle,Brainfuck language toolkit,2,19,49,0
cayley,Graph database inspired by Freebase and Knowledge Graph,24,57,415,0
cbc,Mixed integer linear programming solver,128,400,826,0
cbmbasic,Commodore BASIC V2 as a scripting language,12,34,125,0
cbmc,C Bounded Model Checker,41,163,465,0
cc65,6502 C compiler,109,484,1144,0
ccache,Object-file caching compiler wrapper,18944,50521,167630,0
ccal,Create Chinese calendars for print or browsing,8,17,69,0
ccat,Like cat but displays content with syntax highlighting,295,912,4050,0
ccd2iso,Convert CloneCD images to ISO images,57,142,436,0
ccextractor,"Free, GPL licensed closed caption tool",54,167,749,0
ccfits,Object oriented interface to the cfitsio library,7,11,107,0
ccheck,"Check X509 certificate expiration from the command-line, with TAP output",15,24,102,0
ccls,C/C++/ObjC language server,610,2106,7336,0
ccm,Create and destroy an Apache Cassandra cluster on localhost,122,427,2039,0
cconv,Iconv based simplified-traditional Chinese conversion tool,9,22,64,0
ccrypt,Encrypt and decrypt files and streams,117,346,1377,0
cctz,C++ library for translating between absolute and civil times,18,49,177,0
ccze,Robust and modular log colorizer,74,219,938,0
cd-discid,Read CD and get CDDB discid information,15,54,371,0
cdargs,Directory bookmarking system - Enhanced cd utilities,12,46,229,0
cdb,Create and read constant databases,11,29,183,0
cddlib,Double description method for general polyhedral cones,17,67,177,0
cdecl,Turn English phrases to C or C++ declarations,16,53,211,0
cdk,Curses development kit provides predefined curses widget for apps,191,574,1585,0
cdk8s,Define k8s native apps and abstractions using object-oriented programming,28,197,1446,0
cdktf,Cloud Development Kit for Terraform,284,543,874,0
cdlabelgen,CD/DVD inserts and envelopes,2,9,18,0
cdo,Climate Data Operators,238,515,1330,0
cdogs-sdl,Classic overhead run-and-gun game,12,69,165,0
cdparanoia,Audio extraction tool for sampling CDs,31,100,403,0
cdpr,Cisco Discovery Protocol Reporter,25,63,251,0
cdrdao,Record CDs in Disk-At-Once mode,24,80,342,0
cdrtools,CD/DVD/Blu-ray premastering and recording software,851,2783,5675,0
cedille,Language based on the Calculus of Dependent Lambda Eliminations,0,53,127,0
celero,C++ Benchmark Authoring Library/Framework,2,20,37,0
center-im,Text-mode multi-protocol instant messaging client,0,2,17,0
cereal,C++11 library for serialization,24,97,368,0
ceres-solver,C++ library for large-scale optimization,15483,50250,169387,0
cern-ndiff,Numerical diff tool,2,9,37,0
certbot,Tool to obtain certs from Let's Encrypt and autoenable HTTPS,10947,30913,110441,0
certigo,Utility to examine and validate certificates in a variety of formats,70,149,777,0
certstrap,"Tools to bootstrap CAs, certificate requests, and signed certificates",137,506,907,0
ceylon,Programming language for writing large programs in teams,17,53,102,0
cf,Filter to replace numeric timestamps with a formatted date time,86,203,985,0
cf-tool,Command-line tool for Codeforces contests,14,24,109,0
cf4ocl,C Framework for OpenCL,4,15,36,0
cfengine,Help manage and understand IT infrastructure,12,62,270,0
cfitsio,C access to FITS data files with optional Fortran wrappers,12103,35859,160909,0
cflow,Generate call graphs from C code,25,72,276,0
cfn-flip,Convert AWS CloudFormation templates between JSON and YAML formats,23,67,87,0
cfn-format,Command-line tool for formatting AWS CloudFormation templates,21,64,64,0
cfn-lint,Validate CloudFormation templates against the CloudFormation spec,3966,11384,35883,0
cfr-decompiler,Yet Another Java Decompiler,110,178,866,0
cfssl,CloudFlare's PKI toolkit,875,2841,13994,0
cfv,"Test and create various files (e.g., .sfv, .csv, .crc., .torrent)",3,19,79,0
cgal,Computational Geometry Algorithms Library,8310,29544,97357,0
cgdb,Curses-based interface to the GNU Debugger,111,249,1169,0
cgit,Hyperfast web frontend for Git repositories written in C,10,34,120,0
cgl,Cut Generation Library,125,374,782,0
cglm,Optimized OpenGL/Graphics Math (glm) for C,9,77,369,0
cgns,CFD General Notation System,11,47,301,0
cgoban,Go-related services,16,41,147,0
cgrep,Context-aware grep for source code,87,111,446,0
cgvg,Command-line source browsing tool,0,5,29,0
chadwick,Tools for parsing Retrosheet MLB play-by-play files,0,12,77,0
chafa,Versatile and fast Unicode/ASCII/ANSI graphics renderer,260,419,889,0
chaiscript,Easy to use embedded scripting language for C++,5,13,52,0
chakra,Core part of the JavaScript engine that powers Microsoft Edge,2,46,358,0
chalk-cli,Terminal string styling done right,10,15,69,0
chamber,CLI for managing secrets through AWS SSM Parameter Store,308,750,3067,0
chapel,Emerging programming language designed for parallel computing,18,69,469,0
charge,"Opinionated, zero-config static site generator",5,7,31,0
charm,Tool for managing Juju Charms,43,129,380,0
charm-tools,Tools for authoring and maintaining juju charms,29,77,414,0
chars,Command-line tool to display information about unicode characters,3,21,56,0
chart-testing,Testing and linting Helm charts,115,347,782,0
chcase,Perl file-renaming script,0,5,26,0
cheapglk,Extremely minimal Glk library,0,2,9,0
cheat,Create and view interactive cheat sheets for *nix commands,333,1862,14130,0
check,C unit testing framework,1566,5024,26785,0
check_postgres,Monitor Postgres databases,21,84,251,0
checkbashisms,Checks for bashisms in shell scripts,283,979,2938,0
checkov,Prevent cloud misconfigurations during build-time for IaC tools,970,2048,2133,0
checkstyle,Check Java source against a coding standard,292,852,3674,0
cheops,CHEss OPponent Simulator,2,4,17,0
cherrytree,Hierarchical note taking application featuring rich text and syntax highlighting,257,257,257,0
chezmoi,"Manage your dotfiles across multiple diverse machines, securely",398,1229,3273,0
chezscheme,Implementation of the Chez Scheme language,219,757,2877,0
chgems,Chroot for Ruby gems,6,13,50,0
chibi-scheme,Small footprint Scheme for use as a C Extension Language,16,42,314,0
chicken,Compiler for the Scheme programming language,77,225,1346,0
chinadns-c,Port of ChinaDNS to C: fix irregularities with DNS in China,3,12,28,0
chipmunk,2D rigid body physics library written in C,9,32,111,0
chisel,Collection of LLDB commands to assist debugging iOS apps,329,970,5305,0
chkrootkit,Rootkit detector,154,486,1131,0
chmlib,Library for dealing with Microsoft ITSS/CHM files,23,104,692,0
chocolate-doom,Accurate source port of Doom,19,80,364,0
choose,Make choices on the command-line,9,30,182,0
choose-gui,"Fuzzy matcher that uses std{in,out} and a native GUI",52,166,722,0
choose-rust,Human-friendly and fast alternative to cut and (sometimes) awk,8,32,129,0
chordii,Text file to music sheet converter,6,16,53,0
chromaprint,Core component of the AcoustID project (Audio fingerprinting),817,2522,9670,0
chrome-cli,Control Google Chrome from the command-line,197,496,2102,0
chrome-export,Convert Chrome’s bookmarks and history to HTML bookmarks files,12,31,131,0
chronograf,Open source monitoring and visualization UI for the TICK stack,261,1034,5401,0
chrony,Versatile implementation of the Network Time Protocol (NTP),18,64,178,0
chruby,Ruby environment tool,2149,4639,12901,0
chruby-fish,Thin wrapper around chruby to make it work with the Fish shell,33,83,265,0
chuck,"Concurrent, on-the-fly audio programming language",21,61,304,0
cidrmerge,CIDR merging with white listing (network exclusion),6,16,69,0
cifer,Work on automating classical cipher cracking in C,107,335,1495,0
cig,CLI app for checking the state of your git repositories,13,23,44,0
cimg,C++ toolkit for image processing,59,230,868,0
circleci,Enables you to reproduce the CircleCI environment locally,9244,20236,86550,0
citus,PostgreSQL-based distributed RDBMS,34,89,492,0
cityhash,Hash functions for strings,4,14,73,0
civl,Concurrency Intermediate Verification Language,6,9,27,0
cjdns,Advanced mesh routing system with cryptographic addressing,9,79,367,0
cjson,Ultralightweight JSON parser in ANSI C,58,183,803,0
ckan,Comprehensive Kerbal Archive Network,81,412,1384,0
